,vocabs,frequency
7197,circulation across,1
7198,across boundary,1
7199,boundary interval,1
7200,interval east,1
7201,variability sea,1
7202,sea surface,1
7203,temperature tropical,1
7204,ocean relation,1
7205,relation climate,1
7206,change variability,1
7207,variability planetary,1
7208,planetary scale,1
7209,scale geomagnetic,1
7210,geomagnetic secular,1
7211,secular variation,1
7212,variation foci,1
7213,foci last,1
7214,last years,1
7215,years climate,1
7216,change subtropical,1
7217,subtropical late,1
7218,late ordovician,1
7219,ordovician glaciation,1
7220,glaciation reconstruction,1
7221,reconstruction vegetation,1
7222,vegetation low,1
7223,low latitude,1
7224,latitude dynamics,1
7225,dynamics past,1
7226,past kyr,1
7227,kyr based,1
7228,based south,1
7229,american montane,1
7230,montane pollen,1
7231,pollen types,1
7232,types congo,1
7233,congo basin,1
7234,basin stratigraphy,1
7235,stratigraphy subsurface,1
7236,subsurface structure,1
7237,structure defined,1
7238,defined regional,1
7239,regional seismic,1
7240,seismic reflection,1
7241,reflection refraction,1
7242,refraction well,1
7243,well data,1
7244,data stromatolites,1
7245,stromatolites lower,1
7246,lower triassic,1
7247,triassic virgin,1
7248,virgin limestone,1
7249,limestone blue,1
7250,blue diamond,1
7251,diamond nv,1
7252,nv usa,1
7253,usa role,1
7254,role dysoxia,1
7255,dysoxia enhanced,1
7256,enhanced calcification,1
7257,calcification nutrient,1
7258,nutrient availability,1
7259,availability growth,1
7260,growth microbialites,1
7261,microbialites understanding,1
7262,understanding global,1
7263,global land,1
7264,degradation processes,1
7265,processes interacted,1
7266,interacted complex,1
7267,complex biophysics,1
7268,biophysics socioeconomics,1
7269,socioeconomics perspective,1
7270,perspective normalized,1
7271,normalized difference,1
7272,difference vegetation,1
7273,vegetation index,1
7274,index late,1
7275,late cretaceous,1
7276,cretaceous changes,1
7277,changes oceanic,1
7278,oceanic currents,1
7279,currents sediment,1
7280,sediment sources,1
7281,sources eastern,1
7282,tethys insights,1
7283,insights nd,1
7284,nd isotopes,1
7285,isotopes clay,1
7286,clay mineralogy,1
7287,mineralogy decadal,1
7288,decadal sea,1
7289,level variability,1
7290,variability observed,1
7291,observed indian,1
7292,ocean tide,1
7293,tide gauge,1
7294,gauge records,1
7295,records association,1
7296,association global,1
7297,climate modes,1
7298,modes lithospheric,1
7299,lithospheric weak,1
7300,weak zone,1
7301,zone impact,1
7302,impact continental,1
7303,continental rifting,1
7304,rifting trough,1
7305,trough central,1
7306,european basin,1
7307,system tree,1
7308,tree growth,1
7309,growth decline,1
7310,decline response,1
7311,response projected,1
7312,projected climate,1
7313,change century,1
7314,century mediterranean,1
7315,mediterranean mountain,1
7316,mountain forests,1
7317,forests chile,1
7318,chile north,1
7319,north sea,1
7320,sea archives,1
7321,archives trace,1
7322,trace past,1
7323,past storminess,1
7324,storminess climate,1
7325,variability marine,1
7326,marine late,1
7327,late excursion,1
7328,excursion biological,1
7329,biological extinction,1
7330,extinction records,1
7331,records new,1
7332,new evidence,1
7333,evidence qiangtang,1
7334,qiangtang basin,1
7335,basin eastern,1
7336,tethys comment,1
7337,comment reply,1
7338,reply meeting,1
7339,meeting place,1
7340,place backarc,1
7341,backarc foreland,1
7342,foreland rifting,1
7343,rifting example,1
7344,example offshore,1
7345,offshore western,1
7346,sicily central,1
7347,central mediterranean,2
7348,mediterranean multiple,1
7349,multiple life,1
7350,life crises,1
7351,crises land,1
7352,land sea,1
7353,sea orbital,1
7354,orbital suborbital,1
7355,suborbital environmental,1
7356,changes western,1
7357,western bering,1
7358,bering sea,1
7359,sea last,1
7360,last ka,1
7361,ka inferred,1
7362,inferred diatom,1
7363,diatom productivity,1
7364,productivity proxies,1
7365,proxies assessment,1
7366,assessment competing,1
7367,competing factors,1
7368,factors fluvial,1
7369,fluvial incision,2
7370,incision example,1
7371,example late,1
7372,late quaternary,2
7373,quaternary exorheic,1
7374,exorheic moyobamba,1
7375,moyobamba basin,1
7376,basin peruvian,1
7377,peruvian subandes,1
7378,subandes quo,1
7379,vadis alsek,1
7380,alsek glacier,1
7381,glacier retreat,1
7382,retreat may,1
7383,may change,1
7384,change course,1
7385,course major,1
7386,major river,1
7387,river outlet,1
7388,outlet southern,1
7389,southern alaska,1
7390,alaska large,1
7391,large wood,1
7392,wood sediment,1
7393,sediment storage,1
7394,storage mixed,1
7395,mixed stream,1
7396,stream western,1
7397,western montana,1
7398,montana usa,1
7399,usa effects,1
7400,effects dem,1
7401,dem resolutions,1
7402,resolutions soil,1
7403,soil erosion,1
7404,erosion prediction,1
7405,prediction using,1
7406,using chinese,1
7407,chinese soil,1
7408,soil loss,1
7409,loss equation,1
7410,equation characterisation,1
7411,characterisation aeolian,1
7412,aeolian sediment,1
7413,sediment accumulation,1
7414,accumulation preservation,1
7415,preservation across,1
7416,across complex,1
7417,complex topography,1
7418,topography channel,1
7419,channel adjustments,1
7420,adjustments years,1
7421,years response,1
7422,response extreme,1
7423,extreme floods,1
7424,floods change,1
7425,change tammaro,1
7426,tammaro river,1
7427,river southern,2
7428,southern italy,1
7429,italy shoreline,1
7430,shoreline detection,1
7431,detection beach,1
7432,beach late,1
7433,late holocene,1
7434,holocene landscape,1
7435,landscape changes,1
7436,changes calcareous,1
7437,calcareous tufa,1
7438,tufa environments,1
7439,environments central,1
7440,mediterranean valleys,1
7441,valleys pecora,1
7442,pecora river,1
7443,southern tuscany,1
7444,tuscany italy,1
7445,italy resurfaced,1
7446,resurfaced paleodunes,1
7447,paleodunes botucatu,1
7448,botucatu erg,1
7449,erg amid,1
7450,amid cretaceous,1
7451,cretaceous paraná,1
7452,paraná volcanics,1
7453,volcanics influence,1
7454,influence wave,1
7455,wave direction,1
7456,direction sequencing,1
7457,sequencing regional,1
7458,regional climate,1
7459,climate drivers,1
7460,drivers sediment,1
7461,sediment headland,1
7462,headland bypassing,1
7463,bypassing spatiotemporally,1
7464,spatiotemporally varying,1
7465,varying mainstem,1
7466,mainstem riverbed,1
7467,riverbed elevation,1
7468,elevation tributary,1
7469,tributary sediment,1
7470,sediment supply,1
7471,supply since,1
7472,last interglacial,1
7473,interglacial upper,1
7474,upper ara,1
7475,ara river,1
7476,river central,1
7477,central japan,1
7478,japan field,1
7479,field measurements,1
7480,measurements crestal,1
7481,crestal flow,1
7482,flow direction,1
7483,direction turbulent,1
7484,turbulent flow,1
7485,two transverse,1
7486,transverse dune,1
7487,dune ridges,1
7488,ridges new,1
7489,new type,1
7490,type polygonal,1
7491,polygonal terrain,1
7492,terrain formed,1
7493,formed sulfate,1
7494,sulfate weathering,1
7495,weathering arid,1
7496,arid regions,1
7497,regions biogeomorphological,1
7498,biogeomorphological domination,1
7499,domination forest,1
7500,forest landscapes,1
7501,landscapes example,1
7502,example šumava,1
7503,šumava mountains,1
7504,mountains czech,1
7505,czech republic,1
7506,republic monitoring,1
7507,monitoring terrain,1
7508,terrain elevation,1
7509,elevation intertidal,1
7510,intertidal wetlands,1
7511,wetlands utilising,1
7512,utilising fusion,1
7513,fusion satellite,1
7514,data case,1
7515,study yangtze,1
7516,yangtze changjiang,1
7517,changjiang estuary,1
7518,estuary anthropogenic,1
7519,anthropogenic amplification,1
7520,amplification geomorphic,1
7521,geomorphic processes,1
7522,processes along,1
7523,along mediterranean,1
7524,mediterranean coasts,1
7525,coasts town,1
7526,town campania,1
7527,campania italy,1
7528,italy geomorphology,1
7529,geomorphology surficial,1
7530,surficial geology,1
7531,geology femmilsjøen,1
7532,femmilsjøen area,1
7533,area northern,1
7534,northern spitsbergen,1
7535,spitsbergen hypogene,1
7536,hypogene speleogenesis,1
7537,speleogenesis paragenesis,1
7538,paragenesis dolomites,1
7539,dolomites episodically,1
7540,episodically volatile,1
7541,volatile high,1
7542,high energy,1
7543,energy systems,1
7544,systems new,1
7545,new information,1
7546,information ping,1
7547,ping river,1
7548,river thailand,1
7549,thailand global,1
7550,review conversion,1
7551,conversion subaqueous,1
7552,subaqueous yangtze,1
7553,yangtze delta,1
7554,delta response,1
7555,response fluvial,1
7556,fluvial sediment,1
7557,sediment decline,2
7558,decline new,1
7559,new perspectives,1
7560,perspectives english,1
7561,english channel,1
7562,channel megaflood,1
7563,megaflood hypothesis,1
7564,hypothesis multibeam,1
7565,multibeam seabed,1
7566,seabed camera,1
7567,camera imaging,1
7568,imaging submarine,1
7569,submarine landforms,1
7570,landforms northern,1
7571,northern palaeovalley,1
7572,palaeovalley erosion,1
7573,erosion patterns,1
7574,patterns northern,1
7575,northern qinling,1
7576,qinling mountains,1
7577,mountains central,1
7578,central china,1
7579,implications topographical,1
7580,topographical evolution,1
7581,evolution direct,1
7582,direct continuous,1
7583,continuous measurements,1
7584,measurements sediment,1
7585,sediment fluxes,1
7586,fluxes sandy,1
7587,sandy ephemeral,1
7588,ephemeral river,1
7589,river submarine,1
7590,submarine landslides,1
7591,landslides along,1
7592,along siberian,1
7593,siberian termination,1
7594,termination lomonosov,1
7595,lomonosov ridge,1
7596,ridge arctic,1
7597,arctic ocean,1
7598,ocean analysis,1
7599,analysis sediment,1
7600,sediment process,1
7601,process domains,1
7602,domains catchments,1
7603,catchments using,1
7604,using maps,1
7605,maps dome,1
7606,dome dune,1
7607,dune barchan,1
7608,barchan dune,1
7609,dune airflow,1
7610,airflow structure,1
7611,structure changes,1
7612,changes measured,1
7613,measured particle,1
7614,particle image,1
7615,image velocimetry,1
7616,velocimetry wind,1
7617,wind tunnel,1
7618,tunnel evolution,1
7619,evolution maar,1
7620,maar lakes,1
7621,lakes potential,1
7622,potential instability,1
7623,instability lake,1
7624,lake pavin,1
7625,pavin case,1
7626,study french,1
7627,french massif,1
7628,massif central,1
7629,central geomorphic,1
7630,geomorphic expression,1
7631,expression shear,1
7632,shear zones,1
7633,zones southern,1
7634,southern brazilian,1
7635,brazilian uruguayan,1
7636,uruguayan shields,1
7637,shields based,1
7638,based particle,1
7639,particle finite,1
7640,element method,1
7641,method model,1
7642,model cliff,1
7643,cliff recession,1
7644,recession advances,1
7645,advances simulation,1
7646,simulation debris,1
7647,debris flow,1
7648,flow erosion,1
7649,erosion case,1
7650,study rio,1
7651,rio gere,1
7652,gere italy,1
7653,italy event,1
7654,event august,1
7655,august characterization,1
7656,characterization drainage,1
7657,drainage basin,2
7658,basin hypsometry,1
7659,hypsometry generalized,1
7660,generalized approach,1
7661,approach quaternary,1
7662,quaternary landscape,1
7663,landscape evolution,1
7664,evolution tectonically,1
7665,tectonically active,1
7666,active rift,1
7667,rift basin,1
7668,basin mweru,1
7669,mweru africa,1
7670,africa human,1
7671,human impact,1
7672,impact river,1
7673,river planform,1
7674,planform within,1
7675,within context,1
7676,context river,1
7677,river channel,1
7678,channel dynamics,1
7679,dynamics himalayan,1
7680,himalayan river,1
7681,river system,1
7682,system soil,1
7683,soil landsurface,1
7684,landsurface segmentation,1
7685,segmentation fluvial,1
7686,fluvial terrace,1
7687,terrace level,1
7688,level differentiation,1
7689,differentiation interplay,1
7690,interplay fluvial,1
7691,incision rockfalls,1
7692,rockfalls shaping,1
7693,shaping periglacial,1
7694,periglacial mountain,1
7695,mountain gorges,1
7696,gorges stability,1
7697,stability queen,1
7698,queen creek,1
7699,creek drainage,1
7700,basin range,1
7701,range province,1
7702,province eastern,1
7703,eastern phoenix,1
7704,area central,1
7705,central arizona,1
7706,arizona fold,1
7707,fold segment,1
7708,segment linkage,1
7709,linkage lateral,1
7710,lateral propagation,1
7711,propagation along,1
7712,along qiulitage,1
7713,qiulitage anticline,1
7714,anticline south,1
7715,south tianshan,1
7716,tianshan nw,1
7717,nw china,1
7718,china comparing,1
7719,comparing methods,1
7720,methods landslide,1
7721,landslide data,1
7722,data acquisition,1
7723,acquisition susceptibility,1
7724,susceptibility modelling,1
7725,modelling examples,1
7726,examples new,1
7727,zealand probabilistic,1
7728,probabilistic identification,1
7729,identification rockfall,1
7730,rockfall source,1
7731,source areas,1
7732,areas regional,1
7733,regional scale,1
7734,scale el,1
7735,el hierro,1
7736,hierro canary,1
7737,canary islands,1
7738,islands spain,1
7739,spain effect,1
7740,effect global,1
7741,warming establishment,1
7742,establishment mangroves,1
7743,mangroves coastal,1
7744,coastal louisiana,1
7745,louisiana holocene,1
7746,holocene factors,1
7747,factors affecting,1
7748,affecting granitic,1
7749,granitic pluton,1
7750,pluton topography,2
7751,topography pluton,1
7752,topography southern,1
7753,southern lachlan,1
7754,lachlan foldbelt,1
7755,foldbelt different,1
7756,different fates,1
7757,fates yangtze,1
7758,yangtze mississippi,1
7759,mississippi deltaic,1
7760,deltaic wetlands,1
7761,wetlands similar,1
7762,similar riverine,1
7763,riverine sediment,1
7764,decline rise,1
7765,rise process,1
7766,process rice,1
7767,rice domestication,1
7768,domestication relation,1
7769,relation holocene,1
7770,holocene environmental,1
7771,changes ningshao,1
7772,ningshao plain,1
7773,plain lower,1
7774,lower yangtze,1
7775,yangtze buffering,1
7776,buffering role,1
7777,role soil,1
7778,soil chemical,1
7779,chemical denudation,1
7780,denudation mountainous,1
7781,mountainous areas,1
7782,areas affected,1
7783,affected windfall,1
7784,windfall events,1
7785,events light,1
7786,light experimental,1
7787,experimental research,1
7788,research erosion,1
7789,erosion deposition,1
7790,deposition channel,1
7791,channel bed,1
7792,bed lower,1
7793,lower atchafalaya,1
7794,atchafalaya river,1
